,dc,atype,bidf,instl,isp,nt,mfr,period
543,1,8,0.0,0,1,1,Gionee,Morning
544,1,8,0.0,0,1,3,Others,Evening
545,1,8,0.0,0,3,1,Samsung,Evening
546,1,8,0.0,0,1,1,Meizu,Evening
547,1,3,0.000498099,0,0,1,Apple,Morning
548,1,8,0.0,0,1,1,Samsung,Evening
549,1,8,0.0,1,1,0,Others,Evening
550,1,8,0.0,0,1,1,Meizu,Afternoon
551,1,8,0.0,0,2,1,Meizu,Afternoon
552,1,8,0.0,0,3,1,Xiaomi,Afternoon
553,1,8,0.0,1,1,0,Others,Afternoon
554,1,8,0.0,0,1,1,vivo,Afternoon
555,1,13,0.0007,0,2,1,Samsung,Afternoon
556,1,8,0.0,1,1,1,Samsung,Evening
557,1,8,0.0,1,2,1,OPPO,Afternoon
558,1,3,0.000498099,1,1,4,Others,Afternoon
559,1,8,0.0,1,1,1,Xiaomi,Afternoon
560,1,8,0.0,0,1,1,OPPO,Afternoon
561,1,8,0.0,0,1,1,Others,Afternoon
562,1,8,0.0,0,1,1,vivo,Morning
563,1,8,0.0,0,1,1,OPPO,Evening
564,1,8,0.0,0,1,1,Samsung,Morning
565,1,13,0.0008,0,2,1,Others,Evening
566,1,8,0.0,0,1,1,Gionee,Afternoon
567,1,8,0.0,0,1,1,Samsung,Afternoon
568,1,8,0.0,0,1,1,Samsung,Evening
569,1,8,0.0,0,3,1,Xiaomi,Afternoon
570,1,8,0.0,1,1,1,Gionee,Evening
571,1,8,0.0,1,0,1,Others,Evening
572,1,8,0.0,0,1,1,OPPO,Morning
573,1,8,0.0,0,0,1,Meizu,Morning
574,1,8,0.0,0,1,1,Others,Evening
575,1,8,0.0,0,1,1,Huawei,Afternoon
576,1,8,0.0,0,0,1,Meizu,Morning
577,1,8,0.0,0,1,1,Samsung,Morning
578,1,8,0.0,1,3,1,Gionee,Evening
579,1,8,0.0,0,1,1,Xiaomi,Evening
580,1,3,0.000498099,0,0,1,Apple,Evening
581,1,8,0.0,0,2,1,vivo,Afternoon
582,1,8,0.0,0,1,1,Huawei,Morning
583,1,3,0.000498099,0,0,1,Apple,Evening
584,1,3,0.000498099,0,1,0,Coolpad,Afternoon
585,1,8,0.0,0,1,0,Samsung,Afternoon
586,1,8,0.0,0,1,1,Huawei,Afternoon
587,1,8,0.0,0,1,0,Xiaomi,Afternoon
588,1,8,0.0,0,1,1,Huawei,Morning
589,1,8,0.0,0,1,1,OPPO,Morning
590,1,8,0.0,0,1,1,Others,Afternoon
591,1,8,0.0,0,1,1,Coolpad,Afternoon
592,1,7,0.0008,0,3,5,Xiaomi,Afternoon
593,1,8,0.0,0,1,1,Coolpad,Morning
594,1,8,0.0,0,1,1,OPPO,Afternoon
595,1,8,0.0,0,1,1,Others,Morning
596,1,3,0.000498099,0,0,1,Huawei,Morning
597,1,8,0.0,0,1,0,Xiaomi,Afternoon
598,1,8,0.0,0,1,1,Others,Afternoon
599,1,8,0.0,1,0,1,Others,Afternoon
600,1,8,0.0,0,1,1,Meizu,Afternoon
601,1,8,0.0,0,0,1,Coolpad,Evening
602,1,8,0.0,0,1,1,Huawei,Afternoon
603,1,8,0.0,0,1,0,Samsung,Morning
604,1,8,0.0,0,1,1,Samsung,Afternoon
605,1,8,0.0,0,3,1,Huawei,Evening
606,1,8,0.0,0,1,1,Samsung,Morning
607,1,8,0.0,0,2,0,Huawei,Afternoon
608,1,8,0.0,0,3,0,Samsung,Evening
609,1,8,0.0,0,1,1,Xiaomi,Afternoon
610,1,8,0.0,0,2,1,vivo,Morning
611,1,8,0.0,0,1,1,Meizu,Evening
612,1,8,0.0,0,3,1,Xiaomi,Evening
613,1,8,0.0,0,1,1,vivo,Afternoon
614,1,8,0.0,0,2,1,Xiaomi,Afternoon
615,1,3,0.000498099,0,0,1,vivo,Afternoon
616,1,8,0.0,0,0,1,Huawei,Morning
617,1,8,0.0,0,1,1,Coolpad,Evening
618,1,8,0.0,0,3,1,Samsung,Afternoon
619,1,8,0.0,0,2,1,OPPO,Evening
620,1,8,0.0,0,3,1,OPPO,Evening
621,1,13,0.002,0,1,0,Apple,Afternoon
622,1,8,0.0,0,1,1,OPPO,Evening
623,1,8,0.0,0,1,0,Others,Evening
624,1,8,0.0,0,1,0,Xiaomi,Afternoon
625,1,8,0.0,0,1,1,OPPO,Afternoon
626,1,8,0.0,0,1,1,Coolpad,Morning
627,1,8,0.0,0,1,1,Others,Afternoon
628,1,8,0.0,0,0,1,vivo,Afternoon
629,1,8,0.0,0,1,1,Samsung,Morning
630,1,8,0.0,0,1,1,Huawei,Evening
631,1,8,0.0,1,1,1,Huawei,Afternoon
632,1,8,0.0,0,1,1,Others,Evening
633,1,8,0.0,0,0,0,Xiaomi,Morning
634,1,8,0.0,0,1,1,Others,Morning
635,1,8,0.0,0,1,0,vivo,Afternoon
636,1,8,0.0,0,2,1,Xiaomi,Morning
637,1,8,0.0,0,3,1,Huawei,Afternoon
638,1,8,0.0,0,0,1,vivo,Afternoon
639,1,8,0.0,0,3,1,Xiaomi,Evening
640,1,8,0.0,0,3,1,Samsung,Afternoon
641,1,8,0.0,0,1,1,OPPO,Evening
642,1,8,0.0,0,1,1,Meizu,Afternoon
643,1,8,0.0,0,2,0,vivo,Evening
644,1,8,0.0,0,1,1,vivo,Morning
645,1,8,0.0,0,1,1,vivo,Evening
646,1,13,0.002,0,1,0,Apple,Afternoon
647,1,8,0.0,0,1,1,OPPO,Evening
648,1,8,0.0,0,2,1,Samsung,Afternoon
649,1,8,0.0,0,1,1,vivo,Morning
650,1,8,0.0,0,1,0,OPPO,Afternoon
651,1,3,0.000498099,0,0,1,vivo,Afternoon
652,1,8,0.0,1,0,1,Others,Afternoon
653,1,8,0.0,0,1,0,Meizu,Evening
654,1,8,0.0,0,0,1,OPPO,Morning
655,1,8,0.0,0,0,1,Xiaomi,Afternoon
656,1,8,0.0,1,1,1,Samsung,Morning
657,1,8,0.0,0,2,1,Xiaomi,Afternoon
658,1,8,0.0,0,2,1,Apple,Afternoon
659,1,8,0.0,0,1,1,Huawei,Afternoon
660,1,8,0.0,0,3,1,Samsung,Evening
661,1,8,0.0,0,1,1,Huawei,Evening
662,1,7,0.0008,0,3,3,Xiaomi,Evening
663,1,8,0.0,0,2,0,OPPO,Afternoon
664,1,13,0.0007,0,1,1,OPPO,Afternoon
665,1,8,0.0,0,3,1,Xiaomi,Afternoon
666,1,8,0.0,0,1,1,vivo,Afternoon
667,1,8,0.0,0,1,1,Others,Morning
668,1,8,0.0,0,1,1,Samsung,Afternoon
669,1,8,0.0,0,1,1,Xiaomi,Morning
670,1,3,0.000498099,0,1,1,Apple,Morning
671,1,3,0.000498099,0,1,1,Others,Afternoon
672,1,8,0.0,0,1,1,Others,Evening
673,1,8,0.0,0,1,0,Xiaomi,Evening
674,1,8,0.0,0,1,1,OPPO,Afternoon
675,1,8,0.0,0,1,1,Huawei,Afternoon
676,1,8,0.0,0,2,0,Xiaomi,Afternoon
677,1,8,0.0,0,1,1,Huawei,Afternoon
678,1,8,0.0,0,1,1,Huawei,Evening
679,1,8,0.0,0,1,1,Xiaomi,Evening
680,1,13,0.002,0,1,0,Apple,Morning
681,1,3,0.00213471,0,0,1,Samsung,Afternoon
682,1,8,0.0,0,1,1,Xiaomi,Evening
683,1,8,0.0,0,1,0,Others,Morning
684,1,8,0.0,0,2,1,OPPO,Afternoon
685,1,8,0.0,0,3,1,OPPO,Afternoon
686,1,8,0.0,0,0,1,Xiaomi,Morning
687,1,8,0.0,0,1,1,Meizu,Morning
688,1,8,0.0,0,1,0,Huawei,Afternoon
689,1,8,0.0,0,1,1,Others,Evening
690,1,8,0.0,0,1,1,vivo,Afternoon
691,1,8,0.0,0,2,0,Others,Afternoon
692,1,8,0.0,0,1,1,Meizu,Morning
693,1,8,0.0,0,1,1,OPPO,Evening
694,1,8,0.0,0,3,0,Others,Evening
695,1,8,0.0,0,1,1,Gionee,Evening
696,1,8,0.0,0,1,1,Samsung,Afternoon
697,1,8,0.0,0,2,0,OPPO,Evening
698,1,8,0.0,0,1,1,vivo,Afternoon
699,1,8,0.0,0,3,1,Huawei,Morning
700,1,8,0.0,0,1,1,OPPO,Evening
701,1,8,0.0,1,3,0,Samsung,Afternoon
702,1,8,0.0,0,1,0,vivo,Morning
703,1,8,0.0,0,0,1,Others,Evening
704,1,8,0.0,0,3,1,Xiaomi,Afternoon
705,1,8,0.0,0,1,3,Meizu,Morning
706,1,8,0.0,0,1,1,Xiaomi,Evening
707,1,8,0.0,0,0,1,Samsung,Afternoon
708,1,8,0.0,0,1,0,OPPO,Evening
709,1,8,0.0,0,2,0,Gionee,Morning
710,1,8,0.0,0,2,1,Huawei,Evening
711,1,8,0.0,0,1,0,OPPO,Evening
712,1,8,0.0,0,2,1,Samsung,Evening
713,1,8,0.0,0,0,0,Others,Afternoon
714,1,8,0.0,0,1,1,Xiaomi,Evening
715,1,3,0.000533678,0,0,1,vivo,Evening
716,1,8,0.0,0,2,1,Meizu,Morning
717,1,8,0.0,1,2,1,Others,Afternoon
718,1,8,0.0,0,0,1,Huawei,Afternoon
719,1,8,0.0,0,1,1,Huawei,Morning
720,1,8,0.0,0,1,1,Meizu,Evening
721,1,8,0.0,0,1,1,Xiaomi,Evening
722,1,8,0.0,0,1,1,Xiaomi,Evening
723,1,8,0.0,0,1,1,Xiaomi,Afternoon
724,1,8,0.0,0,1,1,Samsung,Evening
725,1,8,0.0,1,1,1,Others,Afternoon
726,1,3,0.000498099,0,0,1,Apple,Evening
727,1,8,0.0,0,3,1,Samsung,Morning
728,1,8,0.0,0,1,1,vivo,Afternoon
729,1,8,0.0,0,1,0,Others,Afternoon
730,1,8,0.0,1,0,1,Huawei,Afternoon
731,1,8,0.0,0,3,1,OPPO,Afternoon
732,1,8,0.0,0,1,0,Others,Evening
733,1,8,0.0,0,1,1,Samsung,Evening
734,1,8,0.0,0,2,0,OPPO,Afternoon
735,1,8,0.0,1,1,0,Samsung,Evening
736,1,8,0.0,0,1,1,vivo,Afternoon
737,1,8,0.0,0,1,1,Gionee,Evening
738,1,8,0.0,1,1,1,Others,Afternoon
739,1,8,0.0,0,3,1,Meizu,Morning
740,1,8,0.0,0,1,1,Samsung,Evening
741,1,8,0.0,0,3,1,Samsung,Morning
742,1,8,0.0,0,1,1,Gionee,Evening
743,1,8,0.0,0,1,1,Others,Afternoon
744,1,8,0.0,1,1,0,Others,Afternoon
745,1,8,0.0,0,2,1,Xiaomi,Afternoon
746,1,8,0.0,0,3,1,Xiaomi,Evening
747,1,8,0.0,0,3,1,Huawei,Evening
748,1,8,0.0,0,1,1,Others,Evening
749,1,8,0.0,0,0,0,Others,Afternoon
750,1,8,0.0,0,1,1,OPPO,Morning
751,1,8,0.0,0,0,1,Others,Morning
752,1,8,0.0,0,2,1,vivo,Afternoon
753,1,8,0.0,0,1,1,Xiaomi,Evening
754,1,8,0.0,0,2,1,Samsung,Morning
755,1,8,0.0,0,1,1,OPPO,Evening
756,1,7,0.0008,0,3,1,Samsung,Afternoon
757,1,8,0.0,0,1,1,vivo,Afternoon
758,1,8,0.0,0,1,0,Others,Morning
759,1,8,0.0,0,1,1,Xiaomi,Evening
760,1,8,0.0,0,1,1,Meizu,Afternoon
761,1,3,0.000498099,0,0,1,Others,Afternoon
762,1,8,0.0,0,1,1,Others,Afternoon
763,1,8,0.0,0,1,1,Xiaomi,Evening
764,1,8,0.0,0,2,1,vivo,Afternoon
765,1,8,0.0,0,2,0,Xiaomi,Evening
766,1,3,0.000498099,0,0,1,Apple,Morning
767,1,8,0.0,0,0,1,Xiaomi,Morning
768,1,7,0.0010400000000000001,0,1,1,OPPO,Morning
769,1,8,0.0,0,1,0,Others,Evening
770,1,7,0.0008,0,1,1,Coolpad,Evening
771,1,8,0.0,0,1,1,Huawei,Evening
772,1,8,0.0,0,2,1,Xiaomi,Evening
773,1,8,0.0,0,1,1,OPPO,Morning
774,1,8,0.0,0,1,0,OPPO,Afternoon
775,1,8,0.0,0,0,1,Others,Afternoon
776,1,8,0.0,0,3,1,Others,Afternoon
777,1,8,0.0,0,1,1,Others,Morning
778,1,8,0.0,0,1,1,Samsung,Evening
779,1,8,0.0,0,0,0,Coolpad,Morning
780,1,8,0.0,0,2,1,Huawei,Morning
781,1,8,0.0,0,0,0,Others,Afternoon
782,1,8,0.0,0,1,1,OPPO,Morning
783,1,8,0.0,0,3,1,Xiaomi,Afternoon
784,1,8,0.0,0,1,1,Huawei,Afternoon
785,1,8,0.0,0,0,0,Xiaomi,Evening
786,1,8,0.0,0,1,1,Xiaomi,Evening
787,1,8,0.0,0,3,1,Xiaomi,Evening
788,1,13,0.0007,0,1,5,vivo,Evening
789,1,8,0.0,0,1,0,Xiaomi,Afternoon
790,1,13,0.001,0,1,5,Samsung,Afternoon
791,1,8,0.0,0,2,1,Samsung,Afternoon
792,1,8,0.0,1,2,1,vivo,Morning
793,1,8,0.0,0,3,1,Coolpad,Evening
794,1,7,0.0008,0,3,1,Samsung,Afternoon
795,1,8,0.0,0,1,1,Huawei,Afternoon
796,1,8,0.0,1,1,3,Others,Morning
797,1,8,0.0,0,0,1,OPPO,Afternoon
798,1,8,0.0,0,1,1,OPPO,Afternoon
799,1,8,0.0,0,3,3,Samsung,Evening
800,1,7,0.0008,0,3,1,Xiaomi,Evening
801,1,8,0.0,0,1,1,Xiaomi,Evening
802,1,8,0.0,0,2,1,Others,Evening
803,1,8,0.0,0,2,1,Xiaomi,Morning
804,1,8,0.0,0,1,1,Others,Morning
805,1,8,0.0,0,2,1,Others,Morning
806,1,8,0.0,0,0,1,Others,Evening
807,1,8,0.0,0,1,0,Xiaomi,Morning
808,1,8,0.0,0,1,1,Samsung,Evening
809,1,3,0.000498099,0,0,1,Apple,Evening
810,1,8,0.0,0,1,1,OPPO,Evening
811,1,8,0.0,0,2,1,Coolpad,Morning
812,1,8,0.0,0,0,1,Others,Afternoon
813,1,8,0.0,0,1,1,OPPO,Evening
814,1,8,0.0,0,1,1,Others,Evening
815,1,8,0.0,0,2,0,Samsung,Afternoon
816,1,8,0.0,0,2,1,Xiaomi,Morning
817,1,8,0.0,0,3,0,Samsung,Morning
818,1,8,0.0,0,0,1,Coolpad,Afternoon
819,1,8,0.0,0,2,1,Xiaomi,Morning
820,1,8,0.0,0,3,1,OPPO,Evening
821,1,8,0.0,0,1,1,vivo,Afternoon
822,1,8,0.0,0,1,1,vivo,Afternoon
823,1,8,0.0,0,1,1,Xiaomi,Morning
824,1,8,0.0,0,3,1,Others,Afternoon
825,1,8,0.0,0,3,1,OPPO,Evening
826,1,8,0.0,0,1,0,Xiaomi,Evening
827,1,8,0.0,0,1,1,Xiaomi,Afternoon
828,1,8,0.0,0,1,1,vivo,Afternoon
829,1,8,0.0,0,3,1,vivo,Evening
830,1,13,0.0007,0,1,5,OPPO,Afternoon
831,1,8,0.0,0,1,1,Samsung,Evening
832,1,8,0.0,0,1,1,Xiaomi,Morning
833,1,8,0.0,0,1,1,Samsung,Morning
834,1,8,0.0,1,1,4,OPPO,Afternoon
835,1,8,0.0,0,1,1,Others,Evening
836,1,8,0.0,0,2,1,OPPO,Morning
837,1,8,0.0,0,2,1,OPPO,Evening
838,1,8,0.0,1,1,1,Huawei,Afternoon
839,1,8,0.0,0,1,0,Others,Morning
840,1,3,0.000498099,0,0,1,Apple,Afternoon
841,1,8,0.0,0,2,1,Xiaomi,Afternoon
842,1,8,0.0,0,1,0,Others,Afternoon
843,1,8,0.0,0,2,1,Others,Afternoon
844,1,8,0.0,0,2,1,Huawei,Morning
845,1,8,0.0,0,0,1,Others,Evening
846,1,13,0.0008,0,3,1,Huawei,Afternoon
847,1,8,0.0,0,1,1,Xiaomi,Evening
848,1,8,0.0,0,1,0,OPPO,Afternoon
849,1,8,0.0,0,1,1,OPPO,Evening
850,1,8,0.0,1,0,1,Others,Afternoon
851,1,8,0.0,1,2,1,Samsung,Evening
852,1,8,0.0,1,1,1,Huawei,Evening
853,1,8,0.0,0,1,0,Huawei,Morning
854,1,8,0.0,0,1,1,Others,Afternoon
855,1,8,0.0,1,1,0,Xiaomi,Evening
856,1,8,0.0,0,1,1,Meizu,Evening
857,1,3,0.000498099,1,1,1,vivo,Afternoon
858,1,8,0.0,0,1,1,Huawei,Morning
859,1,8,0.0,0,1,1,OPPO,Evening
860,1,8,0.0,1,3,1,Huawei,Evening
861,1,8,0.0,0,1,1,Samsung,Afternoon
862,1,8,0.0,0,1,1,Huawei,Evening
863,1,8,0.0,0,1,1,OPPO,Morning
864,1,7,0.0005,0,3,5,Others,Afternoon
865,1,3,0.000498099,1,0,1,Others,Afternoon
866,1,8,0.0,0,2,3,Others,Morning
867,1,8,0.0,0,2,1,Huawei,Afternoon
868,1,8,0.0,0,1,1,vivo,Morning
869,1,8,0.0,0,1,0,vivo,Morning
870,1,3,0.000569256,0,1,1,Apple,Morning
871,1,8,0.0,0,1,0,Huawei,Afternoon
872,1,3,0.000498099,1,0,1,Xiaomi,Afternoon
873,1,8,0.0,0,1,0,Others,Morning
874,1,8,0.0,0,1,1,vivo,Afternoon
875,1,8,0.0,0,1,1,OPPO,Evening
876,1,8,0.0,0,3,1,Huawei,Afternoon
877,1,8,0.0,0,1,1,Huawei,Afternoon
878,1,8,0.0,0,1,0,Xiaomi,Morning
879,1,8,0.0,0,1,1,Gionee,Evening
880,1,8,0.0,0,3,1,Others,Evening
881,1,8,0.0,0,3,1,Others,Afternoon
882,0,8,0.0,0,2,0,vivo,Afternoon
883,0,8,0.0,0,1,0,Others,Afternoon
884,0,8,0.0,0,0,1,Apple,Morning
885,0,8,0.0,0,2,1,Others,Afternoon
886,0,8,0.0,0,1,1,OPPO,Afternoon
887,0,8,0.0,0,1,1,Huawei,Morning
888,0,7,0.0008,0,1,5,OPPO,Morning
889,0,8,0.0,0,1,1,Gionee,Afternoon
890,0,3,0.000569256,0,1,1,Apple,Afternoon
891,0,8,0.0,0,0,0,Xiaomi,Evening
892,0,8,0.0,0,2,1,Samsung,Afternoon
893,0,8,0.0,0,2,1,OPPO,Morning
894,0,8,0.0,0,3,1,Huawei,Morning
895,0,8,0.0,0,1,1,OPPO,Morning
896,0,8,0.0,0,0,1,Xiaomi,Afternoon
897,0,8,0.0,0,2,1,vivo,Evening
898,0,8,0.0,0,2,1,Meizu,Evening
899,0,8,0.0,0,1,1,OPPO,Morning
900,0,8,0.0,0,1,1,OPPO,Evening
901,0,13,0.0007,0,1,1,Huawei,Evening
902,0,7,0.0008,0,2,1,Xiaomi,Evening
903,0,8,0.0,0,1,1,Coolpad,Afternoon
904,0,8,0.0,0,3,1,Huawei,Evening
905,0,8,0.0,0,1,0,Others,Morning
906,0,8,0.0,0,1,1,Xiaomi,Afternoon
907,0,8,0.0,0,1,1,Samsung,Afternoon
908,0,8,0.0,0,1,1,Xiaomi,Evening
909,0,8,0.0,0,3,0,Xiaomi,Morning
910,0,8,0.0,0,1,1,Coolpad,Evening
911,0,8,0.0,0,1,1,Others,Evening
912,0,8,0.0,0,3,1,Others,Morning
913,0,8,0.0,0,1,1,OPPO,Afternoon
914,0,8,0.0,0,0,1,Gionee,Afternoon
915,0,7,0.0008,0,1,1,OPPO,Morning
916,0,8,0.0,0,1,1,OPPO,Afternoon
917,0,8,0.0,0,2,1,Meizu,Afternoon
918,0,8,0.0,0,3,1,Xiaomi,Evening
919,0,3,0.000498099,0,0,1,Others,Evening
920,0,8,0.0,0,0,1,Xiaomi,Afternoon
921,0,8,0.0,0,1,1,OPPO,Morning
922,0,8,0.0,0,1,1,Others,Afternoon
923,0,8,0.0,0,1,4,Samsung,Morning
924,0,8,0.0,0,1,1,Xiaomi,Afternoon
925,0,8,0.0,0,1,1,OPPO,Morning
926,0,13,0.0007,0,1,1,OPPO,Afternoon
927,0,8,0.0,0,3,1,Huawei,Evening
928,0,8,0.0,0,0,1,Huawei,Afternoon
929,0,8,0.0,0,2,1,Coolpad,Morning
930,0,8,0.0,0,1,1,vivo,Evening
931,0,8,0.0,0,2,1,Xiaomi,Afternoon
932,0,8,0.0,0,1,0,Others,Morning
933,0,8,0.0,0,2,1,vivo,Morning
934,0,8,0.0,0,1,1,Xiaomi,Evening
935,0,8,0.0,0,1,1,Huawei,Afternoon
936,0,8,0.0,0,1,0,Others,Morning
937,0,8,0.0,0,3,1,Others,Morning
938,0,7,0.0006,0,1,5,OPPO,Morning
939,0,7,0.0008,0,1,1,Huawei,Afternoon
940,0,3,0.000498099,1,0,1,Others,Morning
941,0,8,0.0,0,1,1,Others,Morning
942,0,8,0.0,0,1,1,OPPO,Morning
943,0,8,0.0,0,1,1,Others,Morning
944,0,8,0.0,0,3,0,Huawei,Morning
945,0,13,0.0007,0,3,1,Huawei,Evening
946,0,8,0.0,0,3,0,Coolpad,Morning
947,0,8,0.0,0,2,0,Samsung,Morning
948,0,8,0.0,0,1,1,Samsung,Evening
949,0,8,0.0,0,1,1,Huawei,Afternoon
950,0,8,0.0,0,1,1,Xiaomi,Evening
951,0,8,0.0,0,3,1,Others,Evening
952,0,13,0.002,0,1,0,Apple,Morning
953,0,8,0.0,0,1,1,Huawei,Morning
954,0,3,0.000498099,1,0,1,Xiaomi,Morning
955,0,7,0.0008,0,0,1,OPPO,Evening
956,0,8,0.0,0,1,1,OPPO,Morning
957,0,8,0.0,0,1,1,Xiaomi,Morning
958,0,8,0.0,0,1,1,Huawei,Afternoon
959,0,8,0.0,0,0,1,Xiaomi,Evening
960,0,8,0.0,0,1,1,Coolpad,Evening
961,0,8,0.0,0,1,1,Huawei,Evening
962,0,8,0.0,0,0,1,Others,Evening
963,0,8,0.0,0,2,1,OPPO,Afternoon
964,0,8,0.0,0,1,1,Xiaomi,Afternoon
965,0,8,0.0,0,1,0,vivo,Morning
966,0,8,0.0,0,2,1,OPPO,Afternoon
967,0,13,0.0007,0,1,1,Others,Afternoon
968,0,8,0.0,0,2,1,Samsung,Evening
969,0,8,0.0,1,1,0,Others,Afternoon
970,0,8,0.0,0,1,1,OPPO,Evening
971,0,3,0.000498099,0,1,1,vivo,Morning
972,0,8,0.0,0,1,0,Xiaomi,Afternoon
973,0,8,0.0,0,1,1,vivo,Evening
974,0,8,0.0,0,1,1,OPPO,Afternoon
975,0,8,0.0,0,2,1,OPPO,Afternoon
976,0,8,0.0,0,1,1,Gionee,Morning
977,0,8,0.0,0,1,1,Xiaomi,Afternoon
978,0,8,0.0,0,0,1,Xiaomi,Evening
979,0,8,0.0,0,1,1,vivo,Evening
980,0,7,0.0008,0,2,1,Samsung,Evening
981,0,8,0.0,0,1,0,Others,Afternoon
982,0,8,0.0,0,1,1,vivo,Evening
983,0,8,0.0,0,2,1,Huawei,Morning
984,0,8,0.0,0,1,1,OPPO,Afternoon
985,0,8,0.0,0,1,1,OPPO,Evening
986,0,7,0.0008,0,0,1,Coolpad,Afternoon
987,0,8,0.0,0,2,0,Meizu,Morning
988,0,8,0.0,1,1,0,Others,Afternoon
989,0,8,0.0,0,1,0,vivo,Evening
990,0,8,0.0,0,0,1,Gionee,Afternoon
991,0,8,0.0,0,1,1,Xiaomi,Afternoon
992,0,8,0.0,0,0,1,Xiaomi,Afternoon
993,0,8,0.0,0,1,1,OPPO,Morning
994,0,3,0.00355785,0,0,1,Others,Afternoon
995,0,13,0.002,0,1,0,Apple,Afternoon
996,0,8,0.0,0,1,0,Xiaomi,Morning
997,0,8,0.0,0,1,1,vivo,Afternoon
998,0,8,0.0,0,1,0,Xiaomi,Morning
999,0,8,0.0,0,1,1,Samsung,Morning
1000,0,8,0.0,0,1,1,Huawei,Evening
1001,0,8,0.0,0,0,1,Xiaomi,Afternoon
1002,0,8,0.0,0,1,0,Meizu,Morning
1003,0,8,0.0,0,1,1,OPPO,Morning
1004,0,8,0.0,0,1,1,Others,Evening
1005,0,8,0.0,0,1,1,OPPO,Afternoon
1006,0,3,0.000498099,0,0,1,Others,Afternoon
1007,0,8,0.0,0,1,0,OPPO,Morning
1008,0,8,0.0,0,3,1,Xiaomi,Afternoon
1009,0,8,0.0,0,1,0,vivo,Afternoon
1010,0,8,0.0,0,2,1,OPPO,Afternoon
1011,0,8,0.0,0,1,1,Others,Evening
1012,0,7,0.0008,0,0,1,vivo,Afternoon
1013,0,8,0.0,0,1,0,OPPO,Evening
1014,0,13,0.0007,0,1,1,Xiaomi,Afternoon
1015,0,8,0.0,0,1,1,Others,Evening
1016,0,8,0.0,0,1,0,Others,Afternoon
1017,0,8,0.0,0,1,0,OPPO,Afternoon
1018,0,8,0.0,0,1,1,Coolpad,Evening
1019,0,8,0.0,0,1,1,OPPO,Morning
1020,0,3,0.000498099,0,0,1,Huawei,Afternoon
1021,0,8,0.0,0,3,1,vivo,Afternoon
1022,0,8,0.0,1,1,1,Others,Evening
1023,0,8,0.0,0,1,1,Xiaomi,Evening
1024,0,8,0.0,0,0,1,Gionee,Morning
1025,0,8,0.0,0,1,1,Others,Morning
1026,0,8,0.0,0,0,1,Xiaomi,Evening
1027,0,8,0.0,0,1,1,Xiaomi,Evening
1028,0,8,0.0,0,1,1,OPPO,Evening
1029,0,8,0.0,0,1,1,Huawei,Evening
1030,0,3,0.000498099,0,0,1,Xiaomi,Evening
1031,0,8,0.0,0,2,1,OPPO,Evening
1032,0,8,0.0,0,1,0,OPPO,Evening
1033,0,8,0.0,0,1,1,Meizu,Afternoon
1034,0,8,0.0,0,3,0,Huawei,Afternoon
1035,0,8,0.0,0,2,0,Samsung,Afternoon
1036,0,8,0.0,0,1,1,vivo,Morning
1037,0,8,0.0,0,1,1,OPPO,Morning
1038,0,13,0.002,0,1,0,Apple,Morning
1039,0,8,0.0,0,3,1,Huawei,Evening
1040,0,8,0.0,0,1,1,OPPO,Morning
1041,0,8,0.0,0,3,1,Huawei,Morning
1042,0,8,0.0,0,1,1,Xiaomi,Evening
1043,0,13,0.0007,0,1,1,Xiaomi,Afternoon
1044,0,8,0.0,0,1,1,Huawei,Evening
1045,0,8,0.0,0,1,1,Others,Afternoon
1046,0,8,0.0,0,1,1,Xiaomi,Evening
1047,0,8,0.0,0,1,0,Meizu,Evening
1048,0,13,0.0007,0,1,1,OPPO,Afternoon
1049,0,8,0.0,0,1,1,OPPO,Evening
1050,0,8,0.0,0,1,1,Others,Evening
1051,0,8,0.0,0,1,1,Huawei,Afternoon
1052,0,8,0.0,0,1,1,Huawei,Evening
1053,0,8,0.0,0,1,0,Xiaomi,Afternoon
1054,0,8,0.0,0,1,0,vivo,Morning
1055,0,8,0.0,0,1,1,OPPO,Evening
1056,0,8,0.0,0,1,1,Meizu,Morning
1057,0,8,0.0,0,1,1,OPPO,Morning
1058,0,7,0.0008,0,0,1,OPPO,Morning
1059,0,8,0.0,0,2,1,Xiaomi,Evening
1060,0,8,0.0,0,1,1,Samsung,Evening
1061,0,8,0.0,0,1,0,Xiaomi,Afternoon
1062,0,8,0.0,0,1,1,Meizu,Afternoon
1063,0,8,0.0,0,2,1,Coolpad,Evening
1064,0,8,0.0,0,2,1,vivo,Afternoon
1065,0,8,0.0,0,2,1,OPPO,Morning
1066,0,8,0.0,0,1,1,Huawei,Afternoon
1067,0,8,0.0,0,1,1,OPPO,Morning
1068,0,8,0.0,0,0,1,Xiaomi,Evening
1069,0,8,0.0,0,3,0,Samsung,Afternoon
1070,0,8,0.0,0,1,1,Huawei,Evening
1071,0,8,0.0,0,3,0,Meizu,Afternoon
1072,0,3,0.000498099,0,0,1,Huawei,Afternoon
1073,0,7,0.0007,0,2,1,Xiaomi,Afternoon
1074,0,8,0.0,0,1,1,OPPO,Evening
1075,0,8,0.0,0,3,1,OPPO,Evening
1076,0,8,0.0,0,2,0,Xiaomi,Evening
1077,0,8,0.0,0,1,1,Xiaomi,Evening
1078,0,8,0.0,0,0,1,Others,Evening
