"LogEarning","Schooling","QoB"
14.5790688015101,16.2,2
16.7755434134778,16,1
15.0401866937445,16.7,4
8.70703936568321,10,1
12.8408885711154,13.7,4
16.3414447617495,13.5,3
16.5380502443228,10.2,2
12.9071360561549,10.7,4
13.2799386891136,16.5,3
15.6658786326917,16,1
13.6788071739192,13.2,2
13.0317483136874,13.7,4
10.3712480838404,10.2,2
16.2073343401463,16.2,2
16.2568184099621,13.5,3
12.3439093296975,10.2,2
16.7549415000197,16.5,3
15.26967653527,13,1
12.3621349341101,16,1
14.7606032328707,16,1
9.97915145522807,13.7,4
15.5537253051246,16.2,2
15.9338259010868,13.5,3
20.7686530052186,16.7,4
14.0532064369222,13.5,3
8.79245204031619,13,1
17.9457645964933,16.7,4
9.58963463351327,13.2,2
15.9329638518128,13.5,3
13.8948644624737,16.7,4
15.1962209941888,13.2,2
16.9576252975442,10,1
11.2529721047265,10.2,2
14.0695739704852,10.5,3
16.7456657863526,19.2,2
14.3911626007502,13.7,4
15.7505670793831,7.5,3
15.7799768834281,16.7,4
13.184732462493,16,1
14.5822664785446,16,1
17.6220854152022,16.5,3
15.7875947750678,19,1
14.2862756771442,13.5,3
11.3768805473568,16.5,3
14.083345828093,10.5,3
7.78626587775063,10.7,4
17.7640206331853,19.5,3
14.6120360447182,13.7,4
15.4635686253958,10.2,2
16.7259924052501,16.5,3
15.3361258856053,13.5,3
15.3389316235672,16.7,4
16.0270578121393,19.5,3
17.3586184193217,13.5,3
17.2098922361308,19.2,2
6.16688772463645,7.2,2
13.0221663672896,10.7,4
14.6322954938935,13.7,4
11.2137318874374,13,1
12.5033591150478,13.7,4
19.7006852805356,10.7,4
12.0080616384604,13.2,2
14.3855312032496,16,1
10.0507072182493,10,1
14.2334327428081,10.5,3
16.2241363995823,16.7,4
14.4287706990148,13.5,3
17.3958736347179,16,1
14.3188971074088,13.7,4
10.6446942975329,13.5,3
13.525240502461,10.5,3
9.96397999965857,10.2,2
13.4664014417721,10.5,3
13.957272486722,16,1
15.1406148467444,19,1
12.2731880010847,10.5,3
19.1341083230437,19.2,2
16.4425036360653,13,1
12.6360398713873,13.7,4
13.036914425418,16.5,3
19.4752236416473,13.2,2
11.0189571850113,10.5,3
17.7183044901047,16.5,3
12.939656655205,13,1
17.4086902043528,16,1
9.38875602910572,13,1
16.8692388114971,13.7,4
15.686991840225,16.5,3
18.9120820587318,16.5,3
16.4045740156861,16,1
12.084649747216,10.2,2
14.7450407829547,13.2,2
11.6619785022142,10.7,4
21.1284003809159,16,1
15.8754224848112,16.2,2
14.6483174289387,16.5,3
12.6038464168894,10.5,3
15.5021959619769,16,1
16.7790233675574,13.7,4
17.5361954095833,19.2,2
20.5521170211592,16.5,3
18.40873156423,16.5,3
13.7750758044788,19.2,2
12.3025844168527,13.5,3
13.0658307303738,10,1
15.3743267072023,10.5,3
17.85593866466,16,1
16.154352044227,13.2,2
13.425213879223,19.5,3
13.072386449323,10.5,3
13.9628039792965,16.7,4
12.8781697358381,19.5,3
16.407788403748,13,1
18.1857702772172,16.7,4
11.0473257989884,13,1
15.7624367200171,10.2,2
16.7992710430345,16.7,4
17.2032193001133,19.2,2
17.4990122438323,19.7,4
19.2914864894169,16.2,2
16.9028939913845,19,1
17.9733075601405,16.5,3
10.5539826964873,10.2,2
21.0521094709583,16,1
13.1259426828002,10.7,4
12.8751394790796,16.5,3
10.4771601180835,13.7,4
16.7952359940218,19.2,2
9.44140247613174,10.5,3
17.6191166601774,10.5,3
15.7786437494488,16.2,2
13.6800367961006,19.5,3
13.4404753388059,13.2,2
13.8127616942838,16.2,2
12.8932042936382,10.2,2
15.462061629956,13.7,4
18.0423547984071,13.2,2
11.4288941915937,16.5,3
16.1945454430805,7.2,2
15.4820746323803,13.2,2
16.4415866867766,16.7,4
16.3916473513472,13.2,2
18.8156593210046,10,1
10.2730763939656,10.2,2
14.7561429152965,16,1
20.0419779735197,19,1
11.0905839846204,10,1
15.2594775836869,13.5,3
8.05830759607553,13.7,4
17.0346773788765,19.5,3
12.5422707575398,13.2,2
18.1053911600337,16.7,4
18.2207783829101,13.2,2
13.024200936665,19,1
19.9733477803079,25,1
14.9193678755116,13.2,2
17.0860096635733,10.5,3
12.2586225317885,13.5,3
13.1218711378428,16,1
16.5151475819344,19.7,4
19.1343950524764,19.2,2
15.591777548056,16.2,2
19.9875846686301,16.7,4
15.5881020108469,19,1
10.0428615908285,10,1
15.9225722278757,16.2,2
15.8833144227695,10.5,3
11.4777635009251,16.2,2
14.8504507761321,13.5,3
17.2066264417529,16.2,2
11.8871638446344,13.7,4
18.0241432534462,22.5,3
15.7209864186166,16.5,3
13.0519824006643,10,1
12.6095419302221,13.7,4
20.8449625687804,19.2,2
13.0037874345593,13,1
18.6617984684737,13.7,4
9.68281586939328,13,1
16.7071241494156,19.5,3
10.0137999162519,13,1
20.9244973094281,22.7,4
13.0549881843666,16,1
12.0893031310615,7.2,2
12.5180951180867,10,1
15.645383064223,16.7,4
17.0142667754435,16,1
15.5290839757036,19.7,4
15.2819552110861,13.5,3
13.9215730110993,13.7,4
11.0763633217881,16.5,3
14.3937753540286,16,1
15.7423651122252,16.7,4
13.3499799988268,16,1
16.7560336131813,19.7,4
13.8385913581457,16.7,4
12.7679475425946,13.2,2
18.1073225252969,16,1
15.8762802466846,13.2,2
15.1967513545409,13.7,4
11.1844540866464,13,1
8.7681950215305,10.2,2
20.7465617234349,16.7,4
16.8478657708417,13.5,3
10.638351859552,13.2,2
15.7210655348235,19.5,3
9.51567194671762,13,1
15.7544077201442,16.2,2
15.8594955361662,13.5,3
16.1140608615442,13.2,2
12.9523293576603,16.5,3
14.7551080410885,13.5,3
18.6298695524104,13.5,3
12.6259630011888,13,1
10.052898542955,13,1
8.87703523354645,10,1
17.8462678111104,19,1
14.8730419022093,22,1
15.157784728714,13,1
10.9721281228003,7.5,3
12.265005680692,13.5,3
16.3221576356351,16.2,2
19.7730127467907,19.5,3
18.8734603603555,19.5,3
14.5735435286854,13.7,4
13.1059828834962,13.7,4
16.0585853418832,16.2,2
12.026367967352,19.7,4
15.6640860109491,16.7,4
19.2386726698238,13.7,4
16.8123006045705,16.7,4
18.4246021673576,16.7,4
14.2059866363044,19.2,2
14.0475675990043,13,1
10.9682192575227,13.7,4
17.1443521008639,16,1
11.1837783555065,13.2,2
7.00822096179241,13.2,2
14.3665106565731,13,1
16.1659332489324,13,1
21.5240864024255,13.5,3
15.6428429002484,13.2,2
15.4392655615471,19.7,4
15.334386147042,13,1
15.5363092591202,16.2,2
16.9704159074726,16.5,3
14.7079824351278,13,1
14.4408459997525,16.7,4
16.7294064509459,19.5,3
14.8090018029997,13,1
11.869590330649,16.5,3
8.68909269079052,10.7,4
13.7889030529787,13,1
16.9330998489385,16.2,2
12.2182325647163,13.7,4
12.0146802971183,13.2,2
16.5882822252372,16.5,3
14.401309755041,16.7,4
12.2184640911968,16.5,3
11.6711531119073,10.5,3
15.4279535829966,16,1
19.1635264295286,16.2,2
16.3939064408397,16.5,3
16.99354191521,16,1
14.9569634902277,16.5,3
20.2877949874317,13.7,4
12.1829926057424,13.7,4
14.5972308127463,13.2,2
16.4601035742218,13.7,4
13.2092644773518,10,1
15.8913240314787,16,1
19.3224983527294,19.5,3
14.9325745882289,10.7,4
12.2210707970305,10.2,2
21.9449103804653,19.5,3
18.3777718050333,19.2,2
14.1299983887122,13.5,3
14.5527050430345,16.5,3
11.84593758028,16.5,3
16.9657708352197,13.2,2
16.708102186591,16.7,4
10.912610999525,10.2,2
11.9896441427076,7.7,4
12.4747192612116,13.2,2
16.5130685399661,13.5,3
13.6212212270979,19.7,4
12.1717432821113,16.7,4
14.1147316511968,13.7,4
15.6124007414706,16.7,4
9.7329969029856,13,1
17.3586151449754,16.2,2
12.5028413937407,10.5,3
9.70005237426806,13.2,2
11.9791825864303,16,1
12.3054715796879,16,1
17.4311621924292,16.5,3
14.4229551037917,13,1
14.6927116336487,16.7,4
21.962996960933,13.2,2
13.1546371793967,13.2,2
14.52945623585,13,1
12.4259936902906,13.2,2
13.4384430255867,19.7,4
11.0529329055509,13.5,3
11.6507678173125,13,1
11.3368703717676,7.7,4
8.40193211739799,13,1
10.2173691377076,10.5,3
15.062747866371,16,1
13.6184207106183,16,1
14.6913902790369,10.5,3
12.1347695129147,16.7,4
18.8359358717032,16.7,4
11.6785059033677,13.2,2
14.7540087851057,19,1
14.5493899558052,13,1
7.722017008853,7,1
13.4876233907477,13.5,3
13.2357709407816,19.2,2
13.6415624684877,10,1
17.7606385398533,13.5,3
13.3165318010994,16.2,2
13.2902695478219,13.7,4
13.893256223218,13,1
12.9958174126686,16.5,3
11.7120563426716,16.5,3
18.2085537443735,13.5,3
15.0022756181395,16.2,2
17.3272568600615,16,1
13.2377786704265,13.2,2
15.5113521298999,10,1
14.3453856986538,13,1
7.26860888465043,13.5,3
13.7425220541181,16,1
15.7891786657109,13.7,4
15.8506120695815,13.2,2
19.5626594179817,16,1
15.337222267361,16.2,2
15.513717610832,16.7,4
13.1065436083967,10,1
19.1452952166211,13,1
10.9751747411738,10,1
13.0980553119935,13.2,2
14.4361089048855,13.5,3
10.2766746785884,16.7,4
16.1842961530524,10,1
12.7188440461479,7.5,3
9.81709297473624,16.5,3
15.4651369498943,13.2,2
10.4287057402716,13.7,4
17.5607655312121,19.2,2
12.2449893242886,16.5,3
14.4952164249348,16.7,4
16.5226117355169,13.5,3
16.8287232590941,16,1
16.2951011467088,16.5,3
17.0169850575133,16.7,4
12.5496831952175,19.5,3
12.9357909514405,13.7,4
16.6569046755828,10.5,3
13.0512408099768,13.2,2
21.6300538220713,19.7,4
16.9127834335874,13,1
11.4505734355785,13,1
16.3857005295629,16.2,2
16.9020907537211,13.2,2
10.7261803394535,13,1
19.4266247480131,19,1
14.1286006036676,13,1
8.27696863141821,13,1
12.4513067009825,16.7,4
14.5346446060943,13.2,2
7.89906102104771,10.2,2
16.2207010541264,13,1
18.0862379281715,16.7,4
12.9178850525767,13.7,4
19.6287843226549,16.7,4
17.2875075442548,16.5,3
18.5640852945665,13.5,3
11.2207043574652,13.2,2
13.767959089104,13.7,4
18.6359375441937,13.7,4
18.2960324035882,13.2,2
14.944586207141,16.7,4
16.1937561438959,13.5,3
14.0597393716572,22.7,4
14.355774455669,16,1
16.3189828641706,13.5,3
12.6550361920483,7.2,2
6.61827377743291,7.2,2
15.8595889429207,13,1
17.5352160579253,13.7,4
12.1213174880596,10,1
12.6197165316802,19,1
11.5807519434491,13.5,3
21.4049546938779,16.5,3
15.4634516849478,13.2,2
17.3511619596241,16.5,3
17.5738075534304,16.2,2
15.7300292095215,16.7,4
16.308466501299,16.2,2
17.0483935679022,13.5,3
14.3461377773192,16.7,4
13.6015045688316,13.5,3
15.5190962039595,16,1
10.6187829244207,13,1
15.075830978696,16.2,2
10.6056152990277,13.7,4
12.2259023904439,13.7,4
19.8319559102677,16.2,2
14.0133294263417,16,1
6.45578285789966,10.2,2
17.4940602048628,16.5,3
18.6025811412597,19.7,4
15.0034694782799,10.7,4
13.6917861359196,16.7,4
15.7163689939071,16,1
14.4903173606462,16.7,4
12.6938030212798,13.7,4
14.1664996744528,13,1
18.6202858895584,10.2,2
12.9407662648664,16.5,3
11.0963074423077,13,1
19.3396968016429,22,1
14.7178164483659,10,1
14.8661330765466,10,1
11.4840645211758,13.2,2
11.4130679903089,13.5,3
15.7739732793483,10.5,3
13.0228196210304,16.7,4
13.8583877294158,13.5,3
17.6616189218223,13.7,4
16.0149163344884,16.5,3
16.0919639970116,19.2,2
12.5560237130637,13.7,4
12.8595722439556,13.7,4
12.2549892533052,7,1
13.4784174777156,10.7,4
12.6915022529751,16.7,4
12.7791403298665,19,1
14.3930946239501,13.7,4
17.3731468108056,16,1
12.8307717595785,13.5,3
14.5446073002168,13.2,2
14.8298394687105,13.5,3
13.4095821436099,10,1
15.8000425163114,13,1
13.0963256869531,13.5,3
12.8357347747929,16.5,3
9.82585435817106,10,1
14.3921891459951,13.7,4
16.7002348789011,19,1
12.7832490073782,13,1
9.42928762925811,13,1
12.3367363467782,13,1
14.0207592757775,10,1
12.6332178293568,13,1
9.2862983584651,10.2,2
13.7612373158822,13.2,2
14.2720180569042,13,1
12.5713930814384,13,1
13.614543022286,10.7,4
16.9367344789071,10.2,2
9.89195438417854,13.5,3
10.6234634664326,16.2,2
13.8159927073169,10,1
15.2138016337916,16.2,2
15.3203556058273,19,1
11.9185287123043,13,1
9.71538748283572,10,1
13.6463763546487,13,1
15.1933340195181,16,1
14.8797729843547,16.5,3
19.9244102126036,16.2,2
10.8343459573301,10,1
12.13216229935,13.7,4
13.7433860671752,7.5,3
17.7586588994681,13,1
16.9749991802178,16.2,2
14.8312196128586,19.2,2
15.4425798431389,16.5,3
14.1319341291911,10.5,3
15.1219674129033,16,1
15.5748481711213,13.7,4
18.0194468216742,16.5,3
19.7412020719273,10.5,3
14.6573870376833,13.7,4
17.7060557400635,16.5,3
12.4958515639332,13.2,2
14.4958783842957,10.7,4
13.8291121426291,10,1
13.6777326466758,13.5,3
12.4568256370832,13.5,3
13.1130323567343,16,1
12.333999001873,13,1
19.0935940520423,22,1
15.9592111683069,16,1
16.492123738382,16.7,4
17.554400133355,16,1
12.8430076997153,13,1
22.8392027233512,22,1
18.7300318284566,13.2,2
12.080070327236,10.5,3
16.0511475618105,22.5,3
13.5869113657809,16,1
12.5371272847873,16.2,2
19.0552891376872,13,1
21.1126724317219,19.5,3
6.97943018334253,7,1
9.98301562835332,13.5,3
11.5325777748786,16.2,2
12.2795552308273,16.5,3
11.3775746999796,10.5,3
11.1067590337805,13.2,2
19.2051828550921,19.7,4
10.5369826782599,16.7,4
11.8552374036615,16.5,3
16.2935940116407,16.2,2
13.5449082988681,13.5,3
17.6990095272805,13.7,4
8.62013878868797,7.5,3
18.1810459798188,13.2,2
10.2608976381767,10,1
8.99579124090006,13.2,2
13.9223081128003,16,1
20.8730503542245,19.7,4
20.7578552469238,16.7,4
21.0442270883895,22.5,3
13.9704164621202,19.5,3
15.0543792781209,22,1
22.1437179766301,19.5,3
12.6255068155516,13.5,3
15.5804775129459,16.2,2
11.346279834684,13,1
10.1547703536249,13.7,4
18.3719359669107,19.5,3
9.20055585650213,16.7,4
11.4697021316283,13.2,2
14.5464031697736,19.5,3
18.7066305462363,13.5,3
12.8542222510399,13.2,2
16.8750620445806,13.5,3
12.0626576753499,16.2,2
17.0674843932515,19,1
14.4171252441853,16.5,3
8.0912692283014,10.2,2
14.556555791905,10.7,4
12.5677429053992,16,1
10.2352388642269,10.7,4
16.0339409454699,13.5,3
21.1338013482789,19.5,3
18.6569291409696,22,1
13.73931500595,16,1
10.8616611715731,16,1
12.9506339492678,13,1
13.8116888836113,13.2,2
16.4768685817281,13.7,4
15.9783049791248,13.5,3
13.9076267170487,16.7,4
8.81358449827164,10.5,3
15.6586843060074,13.5,3
9.25857456922268,10,1
18.5974102962616,19.7,4
8.76641508565665,10.7,4
13.3096964287432,19,1
15.3813872707261,13.7,4
10.1462650678684,13,1
16.0812620491051,10,1
15.7197847611267,13.7,4
22.6518565515066,22,1
16.4715892611931,13.7,4
14.0973115575161,16.7,4
18.3594351972358,13.2,2
11.4803461773755,13.7,4
13.7482530663338,10.5,3
19.1478807348334,19.5,3
16.6253953309328,13.2,2
17.6014945174603,16.5,3
16.8814791384919,19.2,2
15.4535153309884,13.5,3
7.55507112383066,10,1
18.1452344420731,16.5,3
13.4454361080769,16.5,3
11.5766534463915,13.5,3
18.238130360963,16.2,2
9.70239503380521,13.5,3
18.515224498656,19,1
13.3322667018318,13.7,4
18.9292354959093,16.7,4
12.2555959316176,16.5,3
8.19098552987683,13.7,4
20.2594699945405,19.5,3
15.2935482932855,16.5,3
19.1378334735614,16.5,3
10.9565352108096,10.2,2
10.5287610118697,13,1
12.3629936060015,13.7,4
11.9179703261554,19.5,3
11.5962997959993,13,1
10.4132071386783,13.5,3
14.6250733228739,13.7,4
10.9140688707806,16,1
5.76692973145243,10.7,4
18.2681516847233,16.2,2
15.8660803207637,13,1
13.2639796603921,16.2,2
15.9400467890731,16,1
17.3468539839573,13.5,3
14.6815285121146,16,1
8.76917972456574,7.5,3
14.0412499707346,16.2,2
15.0100902517155,13,1
20.8308303257273,19.5,3
12.9458944681408,16,1
11.8108357700625,10,1
12.4153604304101,13.7,4
9.92099868361642,13.2,2
18.9850434182242,19.7,4
9.60495556029715,13.7,4
17.0789557358114,19.2,2
14.5768518777659,16.2,2
16.8168939914744,16.7,4
14.7263364404718,13.2,2
19.2258957644135,19.5,3
17.5418863205712,19.2,2
17.217961213962,16.2,2
8.79775937546073,13,1
18.9472916864722,19.2,2
17.9261392752866,13.2,2
17.0733884062351,16.5,3
18.0126793862599,16.2,2
15.3060475716099,10.2,2
18.4915030855527,16.5,3
8.31974439318412,13.7,4
17.126686094263,19.7,4
16.2818999736143,16.2,2
8.8499609242907,7,1
7.95280921827734,13.5,3
11.6543801485815,16.7,4
11.2656432473091,13.7,4
14.3653610994298,16.7,4
17.0186974988971,16.7,4
9.03974921925034,10.7,4
10.686681928625,16.7,4
17.6771179007123,13.2,2
17.3680290898772,13.2,2
15.7047755993774,16.2,2
16.5332746471169,13.2,2
18.4344844048217,16.2,2
15.8081153678323,16.7,4
18.3422249810657,10,1
11.7753255077981,13.2,2
19.6994532149143,16.2,2
15.3367833631071,13.5,3
13.5376728191508,13.5,3
14.5903869968967,16,1
10.632128142286,16,1
17.43545157141,16,1
17.5486892160128,16.2,2
19.013076688271,10.7,4
11.2880717093644,10.7,4
12.3613315980714,10,1
16.3373191160252,19.5,3
15.2031919140052,13.5,3
13.6244593002667,16.2,2
14.5251258570755,13,1
19.002915548264,16.7,4
13.297911343395,13,1
15.1896284352947,13.2,2
16.4059395506507,13,1
9.60706887853109,13.2,2
10.6383119592971,10,1
22.6680153659279,25.2,2
15.1679023896653,16.7,4
21.5842210186552,19.5,3
18.1467045349191,16,1
10.9258535758478,16.2,2
21.1624955948516,13.2,2
14.7786380388643,16,1
18.1237153037073,16.2,2
18.3393512033361,19,1
12.847588087068,19,1
15.121763908335,10.7,4
18.8328653506567,16.7,4
13.2450675457222,13.5,3
13.3218999606361,16.2,2
13.3926267972511,19.5,3
14.7816428655268,16.2,2
15.609396434132,13,1
13.7241430948194,16.5,3
16.0151595158841,13.7,4
19.6236168511184,19.2,2
13.3679361702204,13.5,3
20.1848893429754,13.2,2
11.562903678984,10,1
14.3148976685919,16,1
15.8036126875572,13,1
14.2370357055894,13.2,2
11.1318435362828,16.7,4
15.9379860975112,19.2,2
20.8046503568095,19.7,4
10.6828384896419,16.2,2
15.2302849101962,16.5,3
15.108436582876,13.7,4
12.9292904674437,16,1
20.3330579606233,16,1
15.8378705141997,13.5,3
14.4523955868348,19.2,2
13.6141772487428,13.2,2
7.39180819539135,10.2,2
15.9404395429498,19.7,4
11.6433453308462,13,1
7.84630512113097,7.7,4
11.8619599689519,7,1
16.554562310702,16,1
13.318743075283,16,1
13.6036932214304,13.7,4
17.5855887996197,19.7,4
17.8513862689665,13.2,2
10.6243781295677,10,1
11.013338199091,10.7,4
17.4378041688064,13.5,3
8.28729180775161,13.2,2
10.6995915200909,13,1
12.9664077911183,16.2,2
19.5781768243302,19,1
17.5951230060503,19,1
15.3443508631395,13.2,2
14.2961618287461,10.7,4
15.9938351587068,13.7,4
15.0380532899153,13.2,2
15.6243696767909,13.7,4
10.4530977887775,10.7,4
9.70558709367486,13.7,4
17.5824632470695,13.7,4
10.084314510195,7,1
11.6770520474362,19.5,3
12.9408552069503,10.2,2
12.0463725566358,7.5,3
15.9506976382524,13.5,3
15.2041070267993,13,1
14.6324464336609,16.5,3
9.23719917125215,10.5,3
13.2100762662545,13,1
14.4455621869038,16.2,2
14.8388019904455,19.5,3
16.5888167651923,16,1
21.8746234533622,13.7,4
14.9278824800407,13,1
18.6389868550747,13.5,3
13.365322928247,13.5,3
15.233229967003,13.5,3
18.2250162667916,13.2,2
18.079289782449,19.7,4
21.1989071121444,22.7,4
13.9767779596407,10.2,2
14.7628476621095,16.2,2
16.4599012767991,13.7,4
19.2733385008262,19.7,4
18.3524072414631,16.2,2
13.1252943725742,19.7,4
19.3549281792523,22.5,3
14.1701819916926,16.2,2
19.1928245494593,16.7,4
16.6095882183344,13.5,3
16.1325377805422,16.7,4
14.8024669231501,16.2,2
17.3576433525263,16,1
15.4027097026471,19,1
14.3035847059933,16,1
14.2887072045439,13.2,2
15.3599587022069,13,1
12.1979669288316,10,1
17.0982563547758,13.7,4
12.2853841919689,16.2,2
17.2808235895013,13.7,4
9.73040771788557,7.5,3
12.9787257506387,10.5,3
13.3166815320639,13,1
14.6258517204093,13.2,2
13.7274280140084,16.2,2
13.7597104693547,13.2,2
17.6954423736427,19.5,3
11.910298047001,16.2,2
16.6596498998121,13.2,2
23.044343166865,16,1
14.426558566668,7.7,4
18.3051937082764,16,1
13.9621742665561,16.2,2
7.63619025908076,7.5,3
16.5307797896039,16,1
14.9001332436966,13,1
12.9706475471873,10.2,2
16.3500334706886,19.7,4
16.9204775151342,16.2,2
15.4349063220685,22.7,4
18.9887316136091,19.7,4
7.11545162932797,10,1
13.7019445991409,19.5,3
10.062054777187,13,1
17.9824480471238,16.2,2
20.1890307421506,13.2,2
12.4365033497901,10,1
17.4772320974526,16.7,4
13.5466349237801,13.2,2
16.1774106718172,13.2,2
11.5906572799579,13,1
16.0641203430025,16,1
13.7178350357588,10.2,2
15.9763491484445,22.5,3
13.6677998001658,16.7,4
11.7764170932871,16.2,2
22.2373431986534,16.7,4
10.2799589418782,13.2,2
12.1059329211832,13.5,3
13.105681972769,13.7,4
16.083463745981,16.5,3
18.1220393750646,19.5,3
10.8078369023602,10.5,3
9.54459824952039,13.2,2
20.9566349528339,16.5,3
14.18433179367,19.2,2
17.9059693441387,13.2,2
16.4029170362599,16.2,2
13.7135524086836,13,1
15.405541739505,10,1
16.0384678214366,13.5,3
19.938321322897,19,1
14.8033898341484,16.2,2
16.2105278303971,16.5,3
17.9889072675832,16.2,2
12.7999083991705,13.7,4
17.7952538500123,16.2,2
17.1423121753601,16,1
14.9840419558377,16.7,4
22.6190209178841,16.2,2
12.3262406123534,13.2,2
13.6917130602496,10,1
15.9392947761133,19,1
22.4979718236316,16,1
11.6798825432681,10.5,3
15.5874546590338,16.5,3
14.076611172731,13,1
9.84313336118247,13.2,2
11.129691546413,7,1
11.522822737502,19.5,3
10.3969378550081,19,1
16.9976193816568,13.2,2
20.8960238614972,13.2,2
13.6197178364698,13.5,3
18.2399610762227,13.2,2
9.88999991803864,16,1
15.8235737952052,19.7,4
15.7846603613887,13,1
19.187756056378,13.5,3
11.6301542035372,13.2,2
18.8293173407215,13,1
12.2075892887848,10.5,3
12.0468857558912,16.5,3
13.7046738954084,16.2,2
7.36163288980221,10,1
13.1310890795344,13,1
16.7739760759438,16.7,4
16.8045496959619,16,1
9.0556801556712,16.2,2
18.7978876923343,13.2,2
10.4609768819323,10.2,2
17.6511964793541,13.2,2
14.5436153501573,16.5,3
20.0609143759763,19.2,2
15.7412381770699,13,1
17.2198970882738,13.7,4
18.0951368900668,19.2,2
15.308581825191,16,1
17.1700349629424,13.5,3
18.2334397959123,16,1
16.4393590796128,16,1
16.1440404757036,16,1
20.9635622593367,16,1
15.4647613848432,16,1
17.5319481615397,13.7,4
12.672894958007,16.5,3
11.1587675516563,13.7,4
15.7991365746798,16.7,4
11.4127122501628,10.5,3
9.71626153209055,10,1
14.1592535407001,16.7,4
14.9965905459051,16,1
13.7255295884669,13,1
14.9605911985442,16,1
14.815984194247,10.5,3
17.859570141574,16.5,3
14.2351566992777,13.2,2
12.4298390649377,10.5,3
10.6030994301731,13,1
14.0987277619312,13.7,4
16.8482575618108,16.7,4
15.1404288392573,10.2,2
15.9207094455072,13.7,4
11.9917120737448,16,1
14.3788904847339,19.7,4
18.7378036119779,19,1
11.47824904568,13.7,4
14.1225914162207,13,1
13.3815541252076,13.5,3
18.9525543178819,16.2,2
7.00344687454291,13,1
17.0341670982907,16,1
12.7813024096556,13.5,3
15.6589222326608,19,1
14.3446671012825,13,1
12.5247955188252,13,1
17.9919092325912,19,1
14.2457612513208,10.7,4
18.646029852621,19.2,2
10.6880034795998,19,1
17.3404179003361,13.2,2
18.5707217452634,16.7,4
16.0274163022472,16.5,3
14.8429100606508,19,1
15.3470240503331,16.5,3
11.3391997198789,10.2,2
17.1188676748691,13.2,2
20.1800753176133,22,1
14.035138747677,13.7,4
8.6753308685195,13,1
16.2845383654261,16.2,2
12.4728198381418,16.5,3
14.7813856636404,13.2,2
17.7265014458815,16.2,2
17.3437714483115,16.7,4
19.8920538992876,19.5,3
17.043954957128,13,1
13.8552016719404,16,1
10.1215060984555,10.2,2
13.7443730133609,16.7,4
15.523883805378,13.2,2
11.9450965149547,10,1
16.8599027502863,13.5,3
12.8073188416945,10.5,3
15.0454072715345,16,1
14.3313850593122,10.5,3
14.2896769349894,16.5,3
16.7100658480353,13.7,4
9.2106177025329,10.7,4
16.8772829612062,10,1
18.4814839167779,13.5,3
11.8191155945709,13.5,3
11.8410756959074,13.7,4
17.4484409141983,16.2,2
13.9958998991623,16,1
15.9279482008254,13.2,2
18.8957479185184,19.5,3
16.0466469944433,10,1
15.5443440089661,13.5,3
13.6135204736921,13.5,3
19.7542672876543,22,1
15.4625346673304,10.5,3
15.3807472450454,16.2,2
16.7342933134628,19,1
13.99670502748,16.7,4
17.9528371411578,13.5,3
15.7272942487663,13,1
20.5992615793351,19.2,2
8.45797196946752,16.2,2
17.4109366391429,13.5,3
17.785676178882,22.7,4
16.3426410553958,19.2,2
16.9604467966115,13.2,2
14.6562761104129,13.5,3
14.3277829385604,16.5,3
21.9453500693701,19.5,3
15.3437240717854,10,1
14.3643644741322,16,1
14.8528427136056,10.2,2
19.9669536840615,16.7,4
12.9764517158595,13.7,4
8.35176088538317,10.7,4
13.726083094053,13,1
19.8872292330673,19.7,4
8.01999151517911,10,1
18.5558150697901,16.5,3
17.7624840242943,16,1
13.7803611099426,13,1
15.9521604329069,16,1
18.5546469622554,22.7,4
15.0015116183601,13.2,2
10.6527658098354,10,1
18.9038780871665,16.2,2
20.3315803178221,19.5,3
17.4773623481967,16.5,3
17.8751636639981,16.7,4
14.6116027839198,19.5,3
15.9416646357437,10.7,4
15.279844131313,16.7,4
13.9481845920346,13.7,4
21.8529367254625,22.2,2
12.3142506040173,13.5,3
14.2162226880964,13.7,4
13.5774964200299,10,1
7.77389526011227,10,1
17.8987328738727,13.7,4
17.0216892525843,16.7,4
12.0297667657625,10.2,2
19.0586008339941,16.2,2
12.2912727540612,19.2,2
18.0397471028159,19,1
12.7234344538666,13.5,3
15.5827822873086,19.5,3
10.1812415594665,13.7,4
15.2218686707533,19.5,3
11.5597361529359,13.5,3
14.4264293729661,13.7,4
14.6540508922005,19.5,3
13.7461885858308,19.7,4
19.724890768195,16,1
12.0900462400484,10.2,2
14.2506029066496,16.2,2
19.7990890273246,19.5,3
11.7897277892895,10.2,2
17.7400094270341,16,1
15.2813781012356,13.7,4
15.0728266968428,10,1
17.5377086762677,16.5,3
18.94490339268,13.7,4
13.5201748219591,13.7,4
16.0285910041074,13.5,3
11.6663229108802,13,1
12.5883433910637,10,1
17.4553603423841,19.5,3
16.0823394419965,13,1
12.3071201913512,16.7,4
11.2501609957327,13.7,4
17.4851894249797,19.2,2
14.8622585727053,16.5,3
13.6989723045603,10.7,4
17.9018314188944,19,1
16.1349269824745,16.2,2
13.6707940374543,10.5,3
13.3511791245323,16,1
13.0264468336784,13,1
14.0926914678786,16.5,3
16.0622820260128,19,1
18.813603043645,13.7,4
13.4927527938457,10,1
10.7321522527985,13.7,4
19.4510216392634,13.7,4
15.0318581696936,16.2,2
